"","Plant_ID","date_measured_1","site","height_1","stem_diameter_1","leaf_l_1","leaf_w_1","N_leaves_1","herb_0_1","herb_1_1","herb_2_1","herb_3_1","herb_4_1","herb_5_1","herb_6_1","notes_1","treatment_herb_level","date_soil_pre","date_soil_post","flower_may_26","munched_may_24","height_2","stem_diameter_2","leaf_l_2","leaf_w_2","N_leaves_2","herb_0_2","herb_1_2","herb_2_2","herb_3_2","herb_4_2","herb_5_2","herb_6_2","notes_2","umbels_tot","umbels_open","umbels_sampled","nectar_date","nectar_umbel_num_from_bottom","flowers_on_nectar_umbel_tot","flowers_on_nectar_umbel_open","removals_nectar_umbel","insertions_all_umbels","open_flowers_all_umbels","pods_date","tot_pods_ever","tot_pods_present","viable_pods_present","date_floral_tissue_first_noticed","soil_photo_notes","poll_quant_date_t1","umbels_tot_t1","umbels_open_t1","nectar_umbel_num_t1","removals_t1","insertions_t1","open_flowers_t1","nectar_flowers_tot_t1","nectar_flowers_open_t1","poll_nec_notes_t1","poll_quant_date_t2","umbels_tot_t2","umbels_open_t2","nectar_umbel_num_t2","removals_t2","insertions_t2","open_flowers_t2","nectar_flowers_tot_t2","nectar_flowers_open_t2","poll_nect_notes_t2","nect_sug_t1","nect_sug_t2","pod_notes","herb","logHerb","year","measureElapsed","photoElapsed","growthRate","herbRate","flowered_binary","survival","postHerbPhotoNoTime","avg_herb_2"
"97",97,"2021-05-20","mea",23.8,5.9,8.8,3.3,10,10,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,49.8,5,11.2,3.6,18,2,15,0,0,1,0,0,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0273109243697479,NA,0,NA,NA,1.05555555555556
"98",98,"2021-05-20","mea",29.3,7.5,13.9,5.7,14,14,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,53.8,7.9,12.2,6,24,2,5,8,0,0,0,9,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0209044368600683,NA,0,NA,NA,3.125
"99",99,"2021-05-20","mea",36.6,12.3,19.8,8.8,18,17,1,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,94.7,13.7,16.9,7.2,32,20,9,0,0,0,0,3,"",2,1,"","6/30/21",2,29,13,8,0,29,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0396857923497268,NA,1,NA,NA,0.84375
"100",100,"2021-05-20","mea",31.7,10.3,12.6,5.8,14,14,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,57.8,6.8,11.2,4.5,22,4,6,7,1,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.020583596214511,NA,0,NA,NA,2.13636363636364
"101",101,"2021-05-20","mea",26.7,8.2,11,5.8,14,14,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,81,8.3,14.4,5.9,28,12,10,0,0,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0508426966292135,NA,0,NA,NA,1.64285714285714
"102",102,"2021-05-20","mea",43.6,12.4,18.5,8,20,20,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,80.4,12.5,13.8,6.5,30,5,16,0,0,0,0,9,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0211009174311927,NA,0,NA,NA,2.33333333333333
"103",103,"2021-05-20","mea",27,4.7,8.9,3.5,8,8,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,33,3.5,5.7,2.4,14,0,0,3,5,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00555555555555555,NA,0,NA,NA,4.07142857142857
"104",104,"2021-05-20","mea",10.4,5.1,6.9,2.2,4,4,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,13,2.2,6.2,2.3,8,0,1,1,5,0,0,1,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00625,NA,0,NA,NA,3
"105",105,"2021-05-20","mea",32.2,10.8,17.1,5.3,14,14,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,41.5,10.4,14.5,5.4,10,0,13,0,0,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00722049689440993,NA,0,NA,NA,2.75
"106",106,"2021-05-20","mea",38,9.7,15.7,4.9,14,14,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,51.4,9.4,16.2,5.3,22,6,11,0,0,0,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00881578947368421,NA,0,NA,NA,1.86363636363636
"107",107,"2021-05-20","mea",37.6,9.6,16.2,5.7,14,13,1,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,59.4,9.9,11.4,4.5,24,3,3,4,8,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0144946808510638,NA,0,NA,NA,2.95833333333333
"108",108,"2021-05-20","mea",27.8,6.6,9.5,3.3,10,9,1,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,35.4,5.5,9.4,3.5,14,1,8,0,0,0,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00683453237410072,NA,0,NA,NA,2.71428571428571
"109",109,"2021-05-20","mea",31.9,6.6,11.5,3.6,12,12,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,50.4,6.1,10.8,3.4,18,2,4,8,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0144984326018809,NA,0,NA,NA,2.44444444444444
"110",110,"2021-05-20","mea",21,5.5,10,3.2,10,10,0,0,0,0,0,0,"",0,"5/21/21","5/27/21",0,0,35,4.4,10.3,3.4,16,5,0,6,1,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0166666666666667,NA,0,NA,NA,2.4375
"111",111,"2021-05-20","mea",28.7,8,15,5.1,14,14,0,0,0,0,0,0,"",2,"5/21/21","5/27/21",0,0,46.8,8,11.8,5.8,20,6,7,3,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0157665505226481,NA,0,NA,NA,1.85
"112",112,"2021-05-20","mea",31.4,8.4,14,5.1,12,11,1,0,0,0,0,0,"one basal leaf has blackish stuff on it",2,"5/21/21","5/27/21",0,0,53.6,7.9,9.8,4.9,24,0,11,6,0,1,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0176751592356688,NA,0,NA,NA,2.625
"113",113,"2021-05-20","mea",27.3,5.3,11.4,4.4,9,8,0,1,0,0,0,0,"one top leaf is >3cm, the other is <3cm",2,"5/21/21","5/27/21",0,0,31.6,5.8,12.4,3.8,14,5,1,4,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00393772893772894,NA,0,NA,NA,2.35714285714286
"114",114,"2021-05-20","mea",24,6.4,10.3,3.6,10,10,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,29.2,4.4,9.2,3.5,12,0,2,0,4,0,1,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00541666666666667,NA,0,NA,NA,4.08333333333333
"115",115,"2021-05-20","mea",16.8,3.9,10.6,3.1,6,6,0,0,0,0,0,0,"",1,"5/21/21","5/27/21",0,0,40.7,5,13.3,3.4,14,0,7,3,0,0,1,3,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0355654761904762,NA,0,NA,NA,2.57142857142857
"116",116,"2021-05-20","mea",9.8,2.2,5.3,1.4,6,6,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bitten off",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,0,NA,NA,NA
"117",117,"2021-05-20","mea",28.6,7,14.5,4.9,14,14,0,0,0,0,0,0,"basal leaves orange",3,"5/21/21","5/27/21",0,0,45.2,7.1,12.4,4.8,20,4,2,0,7,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0145104895104895,NA,0,NA,NA,3.25
"118",118,"2021-05-20","mea",22,4.5,9.8,2.8,6,6,0,0,0,0,0,0,"",3,"5/21/21","5/27/21",0,0,33.8,3.9,11.3,3.5,14,4,0,2,4,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.0134090909090909,NA,0,NA,NA,2.85714285714286
"119",119,"2021-05-20","mea",27.5,6.5,15.5,4.9,12,11,1,0,0,0,0,0,"basal leaves shriveled",2,"5/21/21","5/27/21",0,0,36.2,6.9,10.2,4.1,20,0,4,9,0,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,0.00790909090909091,NA,0,NA,NA,3.2
"120",120,"2021-05-20","mea",16.9,3.3,7.2,2.3,8,8,0,0,0,0,0,0,"basal leaves wilted w/ brown spots",2,"5/21/21","5/27/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bitten off",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,NA,NA,0,NA,NA,NA
"121",121,"2021-05-25","rv",45.4,10.7,15.7,7.9,12,10,0,0,0,0,0,2,"added due to controls getting eaten",0,"5/25/21","5/31/21",0,0,117,12.8,19.4,9.2,32,21,6,0,0,0,0,5,"",7,3,"yes","6/27/21",3,53,44,59,13,105,"9/26/21",14,3,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89550977823895,1.06316118472479,1,32,7,0.049284140969163,0.270787111176993,1,NA,1.89550977823895,1.125
"122",122,"2021-05-25","rv",43.2,9.5,9,3.4,10,9,1,0,0,0,0,0,"added due to controls getting eaten",0,"5/25/21","5/31/21",0,0,91,10.3,16.2,7.4,30,20,2,0,0,0,0,8,"",5,0,"no","",NA,NA,NA,NA,NA,NA,"9/26/21",13,3,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1423880801742,0.761921132166983,1,32,7,0.0345775462962963,0.163198297167743,1,NA,1.1423880801742,1.66666666666667
"123",123,"2021-05-29","tp",20.6,3.3,8.2,2.3,10,10,0,0,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gone",0,NA,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,NA,0,NA,NA,NA
"124",124,"2021-05-29","tp",30.3,6,9.8,3.3,12,9,2,0,0,0,0,1,"",1,"5/29/21","6/5/21",0,0,46,6.5,10.4,3,24,4,16,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.014004103113014,NA,0,NA,NA,1.66666666666667
"125",125,"2021-05-29","tp",40.8,7.2,11.4,4.9,16,15,0,0,0,0,0,1,"basal leaves yellow",1,"5/29/21","6/5/21",0,0,62,7.3,11.9,4.2,36,12,18,1,0,0,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0140434552199258,NA,0,NA,NA,1.38888888888889
"126",126,"2021-05-29","tp",42.5,7,11.2,4.5,10,10,0,0,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,71.4,7.6,14.3,4.9,26,10,13,0,0,0,0,3,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0183783783783784,NA,0,NA,NA,1.19230769230769
"127",127,"2021-05-29","tp",47,9.2,12,4.3,16,16,0,0,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,75.2,8.1,13.2,4.3,32,14,10,0,0,0,0,8,"umbels too old",1,1,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0162162162162162,NA,1,NA,NA,1.8125
"128",128,"2021-05-29","tp",59,8.6,15,5.5,18,15,1,2,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,112.2,8.8,14.2,4.9,40,17,14,0,1,0,0,8,"umbels too old",3,2,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0243701328447091,NA,1,NA,NA,1.625
"129",129,"2021-05-29","tp",28.4,6,10,3.5,12,11,1,0,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,87.4,7.4,14.5,4.5,32,12,12,0,0,0,0,8,"",5,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0561476969927674,NA,1,NA,NA,1.875
"130",130,"2021-05-29","tp",38.4,8.4,13,4.6,16,16,0,0,0,0,0,0,"",3,"5/29/21","6/5/21",0,0,55.7,9.2,14.2,4.3,28,5,9,0,8,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0121762387387387,NA,0,NA,NA,2.46428571428571
"131",131,"2021-05-29","tp",39.1,5.3,12.4,5.4,12,11,0,1,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,55.7,6.2,11.2,5.2,24,7,12,0,0,1,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.011474389991014,NA,0,NA,NA,1.66666666666667
"132",132,"2021-05-29","tp",45.4,7.8,15,5.9,12,10,2,0,0,0,0,0,"",1,"5/29/21","6/5/21",0,0,59.3,7.7,12.6,4.9,24,6,14,1,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00827479461840695,NA,0,NA,NA,1.6
"133",133,"2021-05-29","tp",40.3,7.4,11.7,4.6,16,13,3,0,0,0,0,0,"",3,"5/29/21","6/5/21",0,0,56.4,8.2,12,4,30,0,10,0,4,10,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0107973978941721,NA,0,NA,NA,3.26666666666667
"134",134,"2021-05-29","tp",46.2,6.6,13.8,5.5,16,10,1,5,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,65.3,7.5,10.5,3.5,24,1,7,10,1,0,0,5,"umbels too old",1,1,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0111735111735112,NA,1,NA,NA,2.5
"135",135,"2021-05-29","tp",41.2,5.7,10.1,3.3,12,12,0,0,0,0,0,0,"",1,"5/29/21","6/5/21",0,0,36.2,4.8,9,2.3,20,0,13,0,0,0,1,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,-0.00327997900813435,NA,0,NA,NA,2.7
"136",136,"2021-05-29","tp",44.1,6,12.3,4.9,12,12,0,0,0,0,0,0,"",1,"5/29/21","6/5/21",0,0,61.5,6.2,12,4.2,22,0,18,0,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0106637249494392,NA,0,NA,NA,1.90909090909091
"137",137,"2021-05-29","tp",38.8,6,10.8,3.7,10,9,1,0,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,49.4,5.1,7.3,4,20,1,12,4,0,0,0,3,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00738367233212594,NA,0,NA,NA,1.9
"138",138,"2021-05-29","tp",25.6,5.3,10.9,3.6,12,12,0,0,0,0,0,0,"basal leaves yellow",3,"5/29/21","6/5/21",0,0,39.8,5.1,8.3,4.8,26,0,8,5,3,0,0,10,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.014991554054054,NA,0,NA,NA,3.34615384615385
"139",139,"2021-05-29","tp",58.4,8.9,16.8,6.4,16,15,1,0,0,0,0,0,"basal leaves yellow",3,"5/29/21","6/5/21",0,0,74,9.1,14.6,5,26,4,4,2,9,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00721954831543873,NA,0,NA,NA,2.96153846153846
"140",140,"2021-05-29","tp",33.1,4.3,9,2.9,12,12,0,0,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,51.3,4.8,11.6,3.3,26,11,9,0,0,1,0,5,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0148607822323834,NA,0,NA,NA,1.65384615384615
"141",141,"2021-05-29","tp",34.7,8.2,13.3,5.1,12,12,0,0,0,0,0,0,"",3,"5/29/21","6/5/21",0,0,61.1,7,13.2,4.9,22,0,8,2,6,0,0,6,"",1,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0205623490926085,NA,1,NA,NA,3
"142",142,"2021-05-29","tp",70,9.7,14.6,5.7,20,18,1,0,0,0,0,1,"basal leaves yellow",3,"5/29/21","6/5/21",0,0,81.7,9,11,3.2,32,0,7,2,12,0,0,11,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00451737451737452,NA,0,NA,NA,3.53125
"143",143,"2021-05-29","tp",34.5,6.2,11.3,3.5,16,15,0,0,0,0,0,1,"basal leaves yellow",3,"5/29/21","6/5/21",0,0,38.4,4.6,11.3,2.2,20,1,0,3,2,0,0,14,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.00305522914218566,NA,0,NA,NA,4.8
"144",144,"2021-05-29","tp",45.7,8,14.1,6,12,12,0,0,0,0,0,0,"",2,"5/29/21","6/5/21",0,0,66.3,8.5,12.4,4.9,26,0,10,10,0,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,7,0.0121828611981785,NA,0,NA,NA,2.53846153846154
"145",145,"2021-05-29","tp",38.7,6.4,10.8,4.3,12,11,0,0,0,0,0,1,"odd leaf margins",2,"5/29/21","6/5/21",0,0,57.6,5.7,12.4,4.2,22,2,8,6,0,0,0,6,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0131992457573853,NA,0,NA,NA,2.54545454545455
"146",146,"2021-05-29","tp",44.1,9.3,14.5,5.4,14,13,0,0,0,0,0,1,"basal leaves yellow",1,"5/29/21","6/5/21",0,0,62.7,8.5,12.7,5.2,22,0,14,1,0,0,0,7,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0113991542562971,NA,0,NA,NA,2.63636363636364
"147",147,"2021-05-29","tp",47.6,8.6,15,4.8,12,10,1,0,0,0,0,1,"basal leaves yellow",2,"5/29/21","6/5/21",0,0,72.9,7.3,14.9,4.6,22,5,5,8,0,0,0,4,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0143652055416761,NA,0,NA,NA,2.04545454545455
"148",148,"2021-05-29","tp",65,10.2,15.5,7,14,13,0,1,0,0,0,0,"",0,"5/29/21","6/5/21",0,0,93.6,10.6,16.7,6.6,28,10,9,0,0,0,0,9,"",0,0,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,0.0118918918918919,NA,0,NA,NA,2.25
"149",149,"2021-05-29","tp",24.7,6.5,12,5.2,8,6,1,1,0,0,0,0,"weird leaves",2,"5/29/21","6/5/21",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"gone",0,NA,"","",NA,NA,NA,NA,NA,NA,"",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,37,6,NA,NA,0,NA,NA,NA
